subject,predicate,object
ĐAU MỎI CƠ,HAS_SYMPTOM,TIÊU CHẢY
VIÊM PHỔI,HAS_SYMPTOM,BỆNH LÝ NỀN
BUỒN ÓI,HAS_SYMPTOM,KHÓ THỞ
BUỒN NÔN,HAS_SYMPTOM,TĂNG
QUAI BỊ,HAS_SYMPTOM,XUẤT TINH
TĂNG MEN GAN,HAS_SYMPTOM,BUỒN NÔN
SỐT RÉT,HAS_SYMPTOM,CẢM RÉT
CẢM CÚM,HAS_SYMPTOM,SỐT RÉT
CHÓNG MẶT,HAS_SYMPTOM,THIẾU MÁU
MẤT VỊ GIÁC,HAS_SYMPTOM,BỆNH LIỆT MẶT
NẶNG ĐẦU,HAS_SYMPTOM,CHOÁNG VÁNG
BỆNH TỰ MIỄN,HAS_SYMPTOM,TÁI PHÁT
RỐI LOẠN THẦN KINH,HAS_SYMPTOM,TIỀN ĐÌNH
RA HUYẾT,HAS_SYMPTOM,DA TÁI XANH
RA HUYẾT,HAS_SYMPTOM,BUỒN NÔN
MỆT MỎI,HAS_SYMPTOM,KHÔNG NHANH NHẸN
SỐT,HAS_SYMPTOM,MỜ MẮT
DỄ XÚC ĐỘNG,HAS_SYMPTOM,TĂNG CÂN
MỆT MỎI,HAS_SYMPTOM,CÓ MẢNG TÍM
BẨM SINH,HAS_SYMPTOM,TĂNG ÁP PHỔI
CHẢY NƯỚC MŨI,HAS_SYMPTOM,MẤT VỊ
VIÊM,HAS_SYMPTOM,VIÊM NHIỄM
BỊ BỆNH,HAS_SYMPTOM,HỘI CHỨNG
BUỒN NÔN,HAS_SYMPTOM,DỊ CẢM
NHỊP TIM CHẬM,HAS_SYMPTOM,NGỦ ÍT
CHƯỚNG CĂNG CỨNG,HAS_SYMPTOM,ĐAU NHÓI
MẮC BỆNH,HAS_SYMPTOM,CHẬM
TIM ĐẬP NHANH,HAS_SYMPTOM,DỊ ỨNG
CHẢY NƯỚC MŨI,HAS_SYMPTOM,MẤT MÙI
ĐAU NHÓI,HAS_SYMPTOM,NẶNG BỤNG
HẮT HƠI,HAS_SYMPTOM,CHẢY NƯỚC
BỆNH TAN,HAS_SYMPTOM,COVID
MẤT NGỦ,HAS_SYMPTOM,CHẢY MÁU
THIẾU MÁU,HAS_SYMPTOM,TÊ LIỆT
DỊ ỨNG CƠ ĐỊA,HAS_SYMPTOM,NGỨA
SÂU RĂNG,HAS_SYMPTOM,MẤT RĂNG HÀM
ĐAU RÁT,HAS_SYMPTOM,DỊ ỨNG
RỐI LOẠN GIẤC NGỦ,HAS_SYMPTOM,SỐT
TĂNG NHÃN ÁP,HAS_SYMPTOM,RUNG GIẬT NHÃN CẦU
SỞI,HAS_SYMPTOM,AMIDAN
CẢM LẠNH,HAS_SYMPTOM,HO RA ĐỜM
MỆT MỎI,HAS_SYMPTOM,LẠNH NGẮT
HẠ HUYẾT ÁP,HAS_SYMPTOM,RỐI LOẠN CHỨC NĂNG
CẢM LẠNH,HAS_SYMPTOM,TỨC NGỰC
BỊ BỆNH,HAS_SYMPTOM,MẤT NGỦ
HO SẶC,HAS_SYMPTOM,RÉT RUN
TỬ VONG,HAS_SYMPTOM,CHẤN THƯƠNG
BỊ BỆNH VẢY NẾN,HAS_SYMPTOM,DỊ ỨNG
CHẢY MÁU,HAS_SYMPTOM,TÊ BÌ
CƠ ĐỊA,HAS_SYMPTOM,DỊ ỨNG
MỆT MỎI,HAS_SYMPTOM,SUY GIÁP
MÙ MÀU,HAS_SYMPTOM,VIÊM
UNG THƯ,HAS_SYMPTOM,NHỒI MÁU CƠ TIM
AMIDAN,HAS_SYMPTOM,HO KHAN
VIÊM GAN,HAS_SYMPTOM,VIÊM GAN B
UỐN VÁN,HAS_SYMPTOM,VIÊM GAN B
HO KHAN,HAS_SYMPTOM,HO ĐỜM
ĐAU,HAS_SYMPTOM,LIỆT NỬA MẶT
THỞ RÍT,HAS_SYMPTOM,NGƯNG THỞ
MÃN TÍNH,HAS_SYMPTOM,HỘI CHỨNG
NỔI MÀY ĐAY,HAS_SYMPTOM,ỈA CHẢY
UNG THƯ,HAS_SYMPTOM,XƠ GAN
TÊ LƯỠI,HAS_SYMPTOM,MẤT VỊ
TÊ LƯỠI,HAS_SYMPTOM,MẤT MÙI
TÊ LƯỠI,HAS_SYMPTOM,CHẢY NƯỚC MŨI
RỐI LOẠN THẦN KINH THỰC VẬT,HAS_SYMPTOM,UỂ OẢI
PHÙ CHI,HAS_SYMPTOM,VIÊM NHIỄM
RỐI LOẠN CÂN BẰNG GIẤC NGỦ,HAS_SYMPTOM,KHÓ NGỦ
HUYẾT ÁP,HAS_SYMPTOM,NGƯNG THỞ
BỆNH NỀN,HAS_SYMPTOM,MẤT NĂNG LỰC HÀNH VI
SƯNG ĐỎ,HAS_SYMPTOM,SỐT
ĐAU LƯNG,HAS_SYMPTOM,THOÁT VỊ ĐĨA ĐỆM
TIỂU RẮT,HAS_SYMPTOM,TIỂU CÓ MÙI HÔI
Ợ HƠI,HAS_SYMPTOM,ĐAU RÁT
QUẤY KHÓC,HAS_SYMPTOM,CHẢY NƯỚC
MẤT LÁCH,HAS_SYMPTOM,UNG THƯ
TRIỆU CHỨNG,HAS_SYMPTOM,CHẬM
HUYẾT ÁP,HAS_SYMPTOM,NGỨA DỊ ỨNG
NÓNG,HAS_SYMPTOM,NÓNG LẠNH
RỐI LOẠN THẦN KINH THỰC VẬT,HAS_SYMPTOM,CHẬM CHẠP
MẤT THĂNG BẰNG,HAS_SYMPTOM,MẤT NGỦ
MẮC BỆNH,HAS_SYMPTOM,KHÓ TIÊU
Ợ HƠI,HAS_SYMPTOM,CHẢY MÁU
TIỂU MÁU,HAS_SYMPTOM,TAI NẠN
CHẬM,HAS_SYMPTOM,SUNG HUYẾT
CHẬM,HAS_SYMPTOM,SUY TIM
DỊ ỨNG,HAS_SYMPTOM,NHIỄM ĐỘC
SUY NHƯỢC,HAS_SYMPTOM,THÈM ĂN
BẦM TÍM,HAS_SYMPTOM,CHẤN ĐỘNG
VÀNG DA,HAS_SYMPTOM,NGỨA
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,NGỨA
THIẾU NĂNG LƯỢNG,HAS_SYMPTOM,PHÁT BAN
ĐỨT DÂY CHẰNG,HAS_SYMPTOM,CHẤN THƯƠNG
HO CÓ ĐỜM,HAS_SYMPTOM,KHÒ KHÈ
TÁO BÓN,HAS_SYMPTOM,MÃN TÍNH
ĐAU LƯNG,HAS_SYMPTOM,TOÁT MỒ HÔI
CÁU BẲN,HAS_SYMPTOM,DỄ XÚC ĐỘNG
KHÔ MẮT,HAS_SYMPTOM,KHÔ
TRIỆU CHỨNG,HAS_SYMPTOM,BỊ BỆNH
TÁI PHÁT,HAS_SYMPTOM,ĐAU
RỐI LOẠN VỀ CẢM XÚC,HAS_SYMPTOM,ÁM ẢNH
RỐI LOẠN CO THẮT,HAS_SYMPTOM,DI CHỨNG
SỎI THẬN,HAS_SYMPTOM,RỐI LOẠN CO THẮT
BIẾNG ĂN,HAS_SYMPTOM,SƯNG HẠCH
NGẤT XỈU,HAS_SYMPTOM,ĐAU ĐẦU
THIẾU MÁU,HAS_SYMPTOM,TỔN THƯƠNG
CÓ MỦ,HAS_SYMPTOM,QUAN HỆ TÌNH DỤC
HO KHAN,HAS_SYMPTOM,ĐAU LỒNG NGỰC
RỐI LOẠN NHỊP TIM,HAS_SYMPTOM,MÃN TÍNH
ĐAU RÁT HỌNG,HAS_SYMPTOM,HO KHAN
NGỨA,HAS_SYMPTOM,NỔI MẨN ĐỎ
HẸP CỘT SỐNG,HAS_SYMPTOM,HỘI CHỨNG
LAO MÀNG PHỔI,HAS_SYMPTOM,LAO PHỔI
VIÊM PHẾ CẦU,HAS_SYMPTOM,THƯƠNG HÀN
KHÓ THỞ,HAS_SYMPTOM,MỀ ĐAY
NGỨA,HAS_SYMPTOM,VIÊM MŨI DỊ ỨNG
ĐỎ BỪNG MẶT,HAS_SYMPTOM,MẤT NGỦ
NHIỄM MỠ,HAS_SYMPTOM,PHÌ ĐẠI
HẮT HƠI,HAS_SYMPTOM,TỨC NGỰC
TỨC NGỰC,HAS_SYMPTOM,ĐAU
TÍM TÁI,HAS_SYMPTOM,THỞ KHÒ KHÈ
Ù TAI,HAS_SYMPTOM,NGẠT MŨI
NGHE KÉM,HAS_SYMPTOM,UNG THƯ VÒM HỌNG
VIÊM XOANG,HAS_SYMPTOM,THOÁI HOÁ CỘT SỐNG
THỞ RÍT,HAS_SYMPTOM,CHÓNG MẶT
CHOÁNG VÁNG,HAS_SYMPTOM,CHÓNG MẶT
NHIỄM TRÙNG,HAS_SYMPTOM,VIÊM KẾT MẠC
UNG THƯ VÚ,HAS_SYMPTOM,TIỂU ĐƯỜNG
DI TRUYỀN,HAS_SYMPTOM,THỪA CÂN
CỨNG LƯỠI,HAS_SYMPTOM,TĂNG HUYẾT ÁP
TÁO BÓN,HAS_SYMPTOM,RỐI LOẠN TIÊU HOÁ
ĐAU,HAS_SYMPTOM,NHỊP THỞ BẤT ỔN
ĐAU ĐẦU,HAS_SYMPTOM,CHẢY NƯỚC MŨI
KHÓ THỞ,HAS_SYMPTOM,THỞ KHÒ KHÈ
HOA MẮT,HAS_SYMPTOM,NGỦ CHẬP CHỜN
NGỨA HỌNG,HAS_SYMPTOM,NGỨA VÀNH MÔI
MÃN TÍNH,HAS_SYMPTOM,SƯNG PHÙ MẶT
SUY GIẢM VẬN ĐỘNG,HAS_SYMPTOM,TĂNG ĐỘ CỨNG CƠ
HỘI CHỨNG,HAS_SYMPTOM,CHẢY DỊCH
TỐI SẦM MẶT,HAS_SYMPTOM,HOA MẮT
THỞ KHÒ KHÈ,HAS_SYMPTOM,NẶNG NGỰC
DỊ ỨNG,HAS_SYMPTOM,VIÊM GAN
BỊ BỆNH HỞ,HAS_SYMPTOM,TIỂU ĐƯỜNG
TRÀ,HAS_SYMPTOM,TÁI PHÁT
CHOÁNG VÁNG,HAS_SYMPTOM,ĐỨNG KHÔNG VỮNG
CHÓNG MẶT,HAS_SYMPTOM,KHÓ THỞ
NỨT NẺ,HAS_SYMPTOM,PHỦ VẢY BẠC
THỞ KHÒ KHÈ,HAS_SYMPTOM,QUẤY KHÓC
BUỒN NGỦ,HAS_SYMPTOM,ĐAU ĐẦU
KÍCH ỨNG,HAS_SYMPTOM,CHẢY NƯỚC
ĐAU HỌNG,HAS_SYMPTOM,ĐAU
XÂY XẨM MẶT MÀY,HAS_SYMPTOM,ĐI ĐỨNG LOẠNG CHOẠNG
TRIỆU CHỨNG,HAS_SYMPTOM,STRESS
VIÊM CẦU THẬN,HAS_SYMPTOM,VIÊM CẦU
HEN,HAS_SYMPTOM,HO RA ĐỜM
RỐI LOẠN TIỀN ĐÌNH,HAS_SYMPTOM,TRẦM CẢM
ĐẬP KHÔNG ĐỀU,HAS_SYMPTOM,TỨC NGỰC
CẢM CÚM,HAS_SYMPTOM,ĐAU NGƯỜI
RỐI LOẠN,HAS_SYMPTOM,VIÊM
LAO MÀNG PHỔI,HAS_SYMPTOM,COVID
CHÓNG MẶT,HAS_SYMPTOM,RỐI LOẠN TIÊU HÓA
SUY HÔ HẤP,HAS_SYMPTOM,HEN PHẾ QUẢN
BỆNH PHỔI,HAS_SYMPTOM,MÃN TÍNH
BỆNH LÝ NỀN,HAS_SYMPTOM,RỐI LOẠN LIPID MÁU
KHÒ KHÈ,HAS_SYMPTOM,TỨC NGỰC
PHÁT BAN,HAS_SYMPTOM,SƯNG MẶT
RỐI LOẠN LIPID MÁU,HAS_SYMPTOM,DỊ ỨNG
ĐAU ĐẦU,HAS_SYMPTOM,TÊ TAY CHÂN
PHÙ TRẮNG MỀM ẤN LÕM,HAS_SYMPTOM,HUYẾT ÁP
CHẤN THƯƠNG,HAS_SYMPTOM,MẤT THỊ LỰC
KHÓ THỞ,HAS_SYMPTOM,CAO HUYẾT ÁP
MỆT MỎI,HAS_SYMPTOM,LO LẮNG
LAO PHỔI,HAS_SYMPTOM,NẤM PHỔI
PHÙ,HAS_SYMPTOM,NGỨA
MẤT NGỦ,HAS_SYMPTOM,LO LẮNG
RỐI LOẠN,HAS_SYMPTOM,RỐI LOẠN SINH DỤC
THỞ KHÒ KHÈ,HAS_SYMPTOM,DA DỊ ỨNG
TAI BIẾN MẠCH MÁU NÃO,HAS_SYMPTOM,CHẤN THƯƠNG
RONG KINH,HAS_SYMPTOM,ÍT KINH
CO GIẬT,HAS_SYMPTOM,ĐAU BỤNG
SHOCK,HAS_SYMPTOM,CO GIẬT
KHÔNG THẤY RÕ,HAS_SYMPTOM,CẬN THỊ
KHÔNG THẤY RÕ,HAS_SYMPTOM,NHỨC ĐẦU
TIÊU CHẢY,HAS_SYMPTOM,VIÊM PHỔI
NỔI MỀ ĐAY,HAS_SYMPTOM,KHÀN TIẾNG
MỆT MỎI,HAS_SYMPTOM,BIẾNG ĂN
ĐAU ĐẦU,HAS_SYMPTOM,LO LẮNG
BIẾN CHỨNG,HAS_SYMPTOM,THIẾU OXY MÁU
SUYỄN,HAS_SYMPTOM,TÁI PHÁT
ĐỘT QUỴ,HAS_SYMPTOM,RỐI LOẠN HÔ HẤP
HÔN MÊ,HAS_SYMPTOM,VÔ NIỆU
PHÙ CỨNG,HAS_SYMPTOM,ĐAU
VIÊM GAN,HAS_SYMPTOM,ÊM GAN
VIÊM,HAS_SYMPTOM,LIÊN CẦU KHUẨN
NỔI MỀ ĐAY,HAS_SYMPTOM,CHẢY NƯỚC MŨI
SỐT NÓNG LẠNH,HAS_SYMPTOM,MỆT MỎI
PHÙ NỀ 2,HAS_SYMPTOM,KHÓ THỞ
MẨN ĐỎ,HAS_SYMPTOM,TRÓC DA
TRỄ KINH,HAS_SYMPTOM,ĐAU BỤNG
TRẦM CẢM,HAS_SYMPTOM,TĂNG ĐỘ CỨNG CƠ
RỐI LOẠN THẦN KINH,HAS_SYMPTOM,KHÓ THỞ
HUYẾT ÁP,HAS_SYMPTOM,VIÊM MŨI DỊ ỨNG
ĐAU BỤNG,HAS_SYMPTOM,TỤT HUYẾT ÁP
BỆNH NỀN,HAS_SYMPTOM,ĐỘT QUỴ
RỐI LOẠN CƯƠNG DƯƠNG,HAS_SYMPTOM,RỐI LOẠN CƯƠNG DƯƠNG
DỊ ỨNG,HAS_SYMPTOM,SUY THẬN
LƠ MƠ,HAS_SYMPTOM,BẦM MẮT
ĐAU ĐẦU,HAS_SYMPTOM,GOUT
LAO MÀNG PHỔI,HAS_SYMPTOM,UNG THƯ PHỔI
HUYẾT ÁP,HAS_SYMPTOM,GIÃN TĨNH MẠCH
TÍM NGẮT,HAS_SYMPTOM,CHUYỂN MÀU
VIÊM DA DỊ ỨNG,HAS_SYMPTOM,BỆNH CHÀM
NGỨA,HAS_SYMPTOM,SƯNG BỤP MẮT
RUN RẨY,HAS_SYMPTOM,CHOÁNG VÁNG
SỤT CÂN,HAS_SYMPTOM,BIẾNG ĂN
COPD,HAS_SYMPTOM,COVID
CORONA,HAS_SYMPTOM,CẢM LẠNH
VIÊM HỌNG,HAS_SYMPTOM,ĐAU
ẾN CHỨNG,HAS_SYMPTOM,BIẾN CHỨNG
RỐI LOẠN NHỊP TIM,HAS_SYMPTOM,DỊ ỨNG
RỐI LOẠN,HAS_SYMPTOM,XUẤT TINH SỚM
MÀY ĐAY,HAS_SYMPTOM,MẨN ĐỎ
KHÔNG NHANH NHẸN,HAS_SYMPTOM,SUY GIÁP
MÁU,HAS_SYMPTOM,CỤC MÁU ĐÔNG
VIÊM PHỔI,HAS_SYMPTOM,ĐAU HỌNG
VIÊM KHỚP,HAS_SYMPTOM,ĐAU
NÓNG RÁT,HAS_SYMPTOM,BỆNH CŨ
MỆT MỎI,HAS_SYMPTOM,TÊ BÌ
SỎI NIỆU QUẢN,HAS_SYMPTOM,RỐI LOẠN CO THẮT
BẦM TÍM,HAS_SYMPTOM,RUNG LẮC
LYMPHOMA,HAS_SYMPTOM,CÚM
PHÁT BAN,HAS_SYMPTOM,DA DỊ ỨNG
ĐẦY HƠI,HAS_SYMPTOM,KHÓ TIÊU
MẤT NƯỚC,HAS_SYMPTOM,RỐI LOẠN CHỨC NĂNG
ĐAU LƯNG,HAS_SYMPTOM,ĐAU BỤNG
CHẢY NƯỚC MŨI,HAS_SYMPTOM,LOẠN NHỊP
ĐAU BỤNG,HAS_SYMPTOM,LOẠN NHỊP
TIỂU ĐƯỜNG,HAS_SYMPTOM,SUY TIM
KHÓ THỞ,HAS_SYMPTOM,QUẰN QUẠI
ĐẦY BỤNG,HAS_SYMPTOM,SỤT CÂN
NGỨA,HAS_SYMPTOM,BỆNH VẨY NẾN MẢNG BÁM
THỞ KHÒ KHÈ,HAS_SYMPTOM,THỞ NHANH
LYMPHOMA,HAS_SYMPTOM,VIÊM PHỔI
SUYỄN,HAS_SYMPTOM,TỨC NGỰC
THỞ KHÒ KHÈ,HAS_SYMPTOM,SƯNG
BỎNG RÁT,HAS_SYMPTOM,RÂM RAN
HUYẾT ÁP,HAS_SYMPTOM,NGỪNG TIM
NGỪNG TIM,HAS_SYMPTOM,NGƯNG THỞ
NGỨA,HAS_SYMPTOM,NỔI MỤN NƯỚC
PHÙ,HAS_SYMPTOM,KHÒ KHÈ
CÚM,HAS_SYMPTOM,CẢM LẠNH
HEN,HAS_SYMPTOM,TỨC NGỰC
ĐAU ĐẦU,HAS_SYMPTOM,HỒI HỘP
TRIỆU CHỨNG DA XANH TÍM,HAS_SYMPTOM,TRIỆU CHỨNG
ĐAU,HAS_SYMPTOM,ĐAU NHÓI
RỐI LOẠN CHUYỂN HÓA LIPIT MÁU,HAS_SYMPTOM,HUYẾT ÁP
RỐI LOẠN THẦN KINH,HAS_SYMPTOM,TRĨ
BUỒN NÔN,HAS_SYMPTOM,THỞ HỤT HƠI
NỔI HẠCH NHẸ,HAS_SYMPTOM,NHỨC MẮT
TẮC NGH,HAS_SYMPTOM,TÍM TÁI
PHÁT BAN,HAS_SYMPTOM,DỊ ỨNG
NGỨA HỌNG,HAS_SYMPTOM,THỞ KHÒ KHÈ
DỊ ỨNG MỀ ĐAY,HAS_SYMPTOM,DỊ ỨNG
BỆNH GIÃN TĨNH MẠCH,HAS_SYMPTOM,COVID
RỐI LOẠN HUYẾT ĐỘNG,HAS_SYMPTOM,MỆT MỎI
KHỚP,HAS_SYMPTOM,NHIỄM KHUẨN HUYẾT
VIÊM DA,HAS_SYMPTOM,HERPES SIMPLEX
SƯNG,HAS_SYMPTOM,NGỨA
THALASSEMIA,HAS_SYMPTOM,DI TRUYỀN
THÈM ĂN,HAS_SYMPTOM,NGỨA
THÈM ĂN,HAS_SYMPTOM,PHÁT BAN
CẢM CÚM,HAS_SYMPTOM,NHIỄ
VIÊM,HAS_SYMPTOM,VIÊM TỦY
TRIỆU CHỨNG,HAS_SYMPTOM,ĐAU TAI
TỬ VONG,HAS_SYMPTOM,BĂNG HUYẾT
VIRUS B,HAS_SYMPTOM,VIRURS
MỆT XỈU,HAS_SYMPTOM,GIẢM HUYẾT ÁP
ĂN NGỦ KÉM,HAS_SYMPTOM,ĐAU ĐẦU
ÁP XE,HAS_SYMPTOM,UNG THƯ PHỔI
TĂNG HUYẾT ÁP,HAS_SYMPTOM,BUỒN NÔN
KHÀN TIẾNG,HAS_SYMPTOM,SỤT CÂN
VIÊM,HAS_SYMPTOM,SUYỄN
HẮT HƠI,HAS_SYMPTOM,CHẢY MŨI
TRIỆU CHỨNG,HAS_SYMPTOM,CÓ CẢM GIÁC LẠNH
TIỂU ĐƯỜNG,HAS_SYMPTOM,UNG THƯ PHỔI
CHOÁNG VÁNG,HAS_SYMPTOM,THIẾU MÁU
TÊ BÌ,HAS_SYMPTOM,TAI BIẾN
TỔN THƯƠNG,HAS_SYMPTOM,SUY GIẢM CHỨC NĂNG
CÓ ĐỜM XANH,HAS_SYMPTOM,SINH ĐỜM
BỆNH NƯỚU RĂNG,HAS_SYMPTOM,BỆNH NƯỚU
ĐAU,HAS_SYMPTOM,LUNG LAY
TẮC NGHẼN NGỰC,HAS_SYMPTOM,DỊ ỨNG
BỆNH MIỄN DỊCH,HAS_SYMPTOM,DỊ ỨNG
HẮT HƠI,HAS_SYMPTOM,ANG
CHẬM,HAS_SYMPTOM,MẤT THỊ LỰC
THIẾU MÁU,HAS_SYMPTOM,CHẤN THƯƠNG
THIẾU NĂNG LƯỢNG,HAS_SYMPTOM,NGỨA
VIÊM,HAS_SYMPTOM,NHÌN MỜ
SUY TIM,HAS_SYMPTOM,TẮC NGHẼN
NHỨC ĐẦU,HAS_SYMPTOM,BỊ BỆNH
TIỂU ĐƯỜNG,HAS_SYMPTOM,HEN
TAI NẠN GIAO THÔNG,HAS_SYMPTOM,ĐỘNG KINH
CHỨNG TẬT KHÚC XẠ,HAS_SYMPTOM,VIỄN THỊ
CHỨNG TẬT KHÚC XẠ,HAS_SYMPTOM,LOẠN THỊ
THỊ LỰC SUY GIẢM,HAS_SYMPTOM,NHỨC ĐẦU
BẠCH HẦU,HAS_SYMPTOM,VIÊM GAN B
BẠI LIỆT,HAS_SYMPTOM,VIÊM GAN B
ĐỘNG KINH,HAS_SYMPTOM,MẮC BỆNH
CHÓNG MẶT,HAS_SYMPTOM,MẮC BỆNH
TIÊU CHẢY,HAS_SYMPTOM,TRIỆU CHỨNG
TIÊU CHẢY,HAS_SYMPTOM,IỆU CHỨNG TIÊU HÓA
TRIỆU CHỨNG,HAS_SYMPTOM,SAU SÚT TRÍ TUỆ
CƠ ĐỊA,HAS_SYMPTOM,DỊ ỨNG
TỔN THƯƠNG THỊ LỰC,HAS_SYMPTOM,TỔN THƯƠNG
CHÓNG MẶT,HAS_SYMPTOM,NGOẠI BAN
SỐT,HAS_SYMPTOM,SƯNG ĐỎ
VIÊM,HAS_SYMPTOM,NỔI MẨN
TĂNG HUYẾT ÁP,HAS_SYMPTOM,ĐỘT QUỴ
NGẤT XỈU,HAS_SYMPTOM,CHÓNG MẶT
KÍCH ỨNG,HAS_SYMPTOM,TĂNG HUYẾT ÁP
VIÊM,HAS_SYMPTOM,GIẢM THÍNH LỰC
VIÊM GIÁC MẠC,HAS_SYMPTOM,NHIỄM TRÙNG
CHÓNG MẶT,HAS_SYMPTOM,VIÊM MŨI
TẮC MẠCH PHỔI,HAS_SYMPTOM,BIẾN CHỨNG
PHÁT BAN,HAS_SYMPTOM,BẠI LIỆT
TRÀN DỊCH MÀNG PHỔI,HAS_SYMPTOM,KHÓ THỞ
SỐT,HAS_SYMPTOM,HUYẾT ÁP
TAY,HAS_SYMPTOM,LIỆT NỬA NGƯỜI
HAY QUÊN,HAS_SYMPTOM,CHẬM
HAY QUÊN,HAS_SYMPTOM,TRẦM CẢM
VIÊM KẾT MẠC,HAS_SYMPTOM,VIÊM MÀNG BỒ ĐÀO
MÃN TÍNH,HAS_SYMPTOM,TRÀO NGƯỢC
Ợ NÓNG,HAS_SYMPTOM,CHẢY MÁU
BỆNH TAN MÁU,HAS_SYMPTOM,SỐT
UNG THƯ,HAS_SYMPTOM,ĐÁI THÁO ĐƯỜNG
CO GIẬT,HAS_SYMPTOM,DỊ ỨNG
RỐI LOẠN GIẤC NGỦ,HAS_SYMPTOM,TRĨ
CO GIẬT,HAS_SYMPTOM,ĐAU NGỰC
TIÊU CHẢY,HAS_SYMPTOM,PHÁT BAN
NHỨC MẮT,HAS_SYMPTOM,NHỨC
BỆNH NỀN,HAS_SYMPTOM,SUY TIM
MỆT MỎI,HAS_SYMPTOM,TIÊU CHẢY
SỎI MẬT,HAS_SYMPTOM,DỊ ỨNG
KHÓC LÓC,HAS_SYMPTOM,NHĂN NHEO
NHỨC,HAS_SYMPTOM,BUỒN NÔN
CHẢY NƯỚC,HAS_SYMPTOM,ĐAU ĐẦU
TRĨ,HAS_SYMPTOM,ĐAU ĐẦU
SẢY THAI,HAS_SYMPTOM,SINH NON
SƯNG MÍ,HAS_SYMPTOM,SUY GIẢM THỊ LỰC
THỞ NHANH,HAS_SYMPTOM,ĐAU ĐẦU
NHỨC ĐẦU,HAS_SYMPTOM,ỚN LẠNH
RỐI LOẠN CHỨC NĂNG,HAS_SYMPTOM,SUY NHƯỢC THẦN KINH
KHỐI U,HAS_SYMPTOM,RỐI LOẠN
CĂNG THẲNG ĐẦU ÓC,HAS_SYMPTOM,RỐI LOẠN THẦN KINH
TRIỆU CHỨNG,HAS_SYMPTOM,COPD
TRỄ KINH,HAS_SYMPTOM,ĐAU LƯNG
TRẦM CẢM,HAS_SYMPTOM,SỢ NGÃ
BỊ BỆNH,HAS_SYMPTOM,TĂNG SẮC TỐ DA
BIẾN CHỨNG,HAS_SYMPTOM,TIỂU ÍT
SUY THẬN,HAS_SYMPTOM,CHẤN THƯƠNG
UNG THƯ,HAS_SYMPTOM,BỆNH TỰ MIỄN
MỆT MỎI,HAS_SYMPTOM,TỤT
ĐAU,HAS_SYMPTOM,SƯNG HÚP
TỔN THƯƠNG,HAS_SYMPTOM,MẮC BỆNH NỀN
CHẬM,HAS_SYMPTOM,TRIỆU CHỨNG
LOẠN NHỊP TIM,HAS_SYMPTOM,TÊ ĐẦU
ĐỨT DÂY CHẰNG,HAS_SYMPTOM,TỔN THƯƠNG
Ù TAI,HAS_SYMPTOM,SỤT CÂN
TIM ĐẬP NHANH,HAS_SYMPTOM,RỐI LOẠN HUYẾT ĐỘNG
TIỂU ĐƯỜNG,HAS_SYMPTOM,XƠ GAN
VIÊM DA,HAS_SYMPTOM,KÍCH ỨNG NGỨA
KHÓ THỞ,HAS_SYMPTOM,Ợ HƠI
SUY GIẢM MIỄN DỊCH,HAS_SYMPTOM,ĐÁI THÁO ĐƯỜNG
TĂNG HUYẾT ÁP,HAS_SYMPTOM,XƠ VỮA MẠCH MÁU
PHẢN ỨNG PHỤ,HAS_SYMPTOM,SƯNG ĐỎ
SƯNG HÚP,HAS_SYMPTOM,TIM ĐẬP NHANH
TRÀN DỊCH MÀNG PHỔI,HAS_SYMPTOM,UNG THƯ PHỔI
KÍCH ỨNG,HAS_SYMPTOM,TÁC DỤNG PHỤ
DỊ ỨNG,HAS_SYMPTOM,THÂM
BẠI LIỆT,HAS_SYMPTOM,VIÊM MÀNG
SỐT,HAS_SYMPTOM,TÊ LƯỠI
ĐAU BỤNG,HAS_SYMPTOM,LIỆT MẶT
ĐAU ĐẦU,HAS_SYMPTOM,TIÊU CHẢY
NẶNG NGỰC,HAS_SYMPTOM,KHÓ THỞ
CHOÁNG VÁNG,HAS_SYMPTOM,TRONG MÁU
TỬ VONG,HAS_SYMPTOM,BỆNH NỀN
TIẾNG RÍT,HAS_SYMPTOM,KHÓ THỞ
MÃN TÍNH,HAS_SYMPTOM,LOẠN KHỨU GIÁC
CO GIẬT,HAS_SYMPTOM,PHÙ CHI
DỊ ỨNG,HAS_SYMPTOM,NHIỄM KHUẨN
BỦN RỦN,HAS_SYMPTOM,ĐAU ĐẦU
BỊ BỆNH,HAS_SYMPTOM,MẮC BỆNH
CO GIẬT,HAS_SYMPTOM,RUN RẨY
RỐI LOẠN VỀ CẢM GIÁC,HAS_SYMPTOM,CHỨNG XANH TÍM
SUY GIẢM CHỨC NĂNG GAN,HAS_SYMPTOM,CHỨNG XANH TÍM
RỐI LOẠN CHỨC NĂNG,HAS_SYMPTOM,SUY NGHĨ
ĐAU BỤNG,HAS_SYMPTOM,QUẰN QUẠI
RỐI LOẠN TIÊU HÓA,HAS_SYMPTOM,BUỒN NÔN
DỊ ỨNG,HAS_SYMPTOM,BẦM TÍM
MÁU,HAS_SYMPTOM,NHIỄM KHUẨN
MỆT MỎI,HAS_SYMPTOM,MẦM BỆNH
Ù TAI PHẢI,HAS_SYMPTOM,ĐAU
MỆT MỎI,HAS_SYMPTOM,CHẢY NƯỚC MŨI
